entity_type,entity_id,doc_id,domain_id,lat,lon,canonical_name,streetName,landmarkToken,areaServed,lanternModel,locationCategory,powerState,status
parking,parking_000558,p_000559,1,56.19287,10.236053,/d1/parking/p_000559,"Spruce St, Westside Heights",Westside Heights University Campus,Westside Heights Civic Center,,,,
parking,parking_000559,p_000560,3,56.139755,10.229964,/d3/parking/p_000560,"Harbor Blvd, South Hills",South Hills Botanical Garden,South Hills Residential Block,,,,
parking,parking_000560,p_000561,1,56.144731,10.237937,/d1/parking/p_000561,"Church Ln, Westside Heights",Westside Heights Historic Market,Westside Heights Residential Block,,,,
parking,parking_000561,p_000562,4,56.128856,10.170579,/d4/parking/p_000562,"Station Rd, Midtown Center",Midtown Center City Hall,Midtown Center Industrial Zone,,,,
parking,parking_000562,p_000563,7,56.191993,10.185513,/d7/parking/p_000563,"Tower Ln, Greenfield Park",Greenfield Park Shopping Mall,Greenfield Park Financial Row,,,,
parking,parking_000563,p_000564,6,56.149729,10.163313,/d6/parking/p_000564,"Gate St, Old Town Core",Old Town Core City Hall,Old Town Core Civic Center,,,,
parking,parking_000564,p_000565,5,56.15302,10.219726,/d5/parking/p_000565,"Lake Dr, Lakeside District",Lakeside District University Campus,Lakeside District Downtown,,,,
parking,parking_000565,p_000566,0,56.137443,10.20648,/d0/parking/p_000566,"Garden St, North Harbor",North Harbor Waterfront Promenade,North Harbor Arts Quarter,,,,
parking,parking_000566,p_000567,1,56.167438,10.241769,/d1/parking/p_000567,"Lake Dr, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Transit Hub,,,,
parking,parking_000567,p_000568,7,56.18596,10.200296,/d7/parking/p_000568,"Canal St, Greenfield Park",Greenfield Park Shopping Mall,Greenfield Park Financial Row,,,,
parking,parking_000568,p_000569,5,56.151899,10.190102,/d5/parking/p_000569,"School St, Lakeside District",Lakeside District Botanical Garden,Lakeside District Financial Row,,,,
parking,parking_000569,p_000570,3,56.123861,10.235672,/d3/parking/p_000570,"Valley Path, South Hills",South Hills Lighthouse,South Hills Downtown,,,,
parking,parking_000570,p_000571,0,56.121741,10.185308,/d0/parking/p_000571,"Pine Rd, North Harbor",North Harbor Convention Center,North Harbor Industrial Zone,,,,
parking,parking_000571,p_000572,0,56.122429,10.209601,/d0/parking/p_000572,"Cherry Ln, North Harbor",North Harbor Main Station,North Harbor Waterfront,,,,
parking,parking_000572,p_000573,2,56.17853,10.166235,/d2/parking/p_000573,"Summit Way, Eastshore Quarter",Eastshore Quarter Shopping Mall,Eastshore Quarter Commercial Strip,,,,
parking,parking_000573,p_000574,5,56.148314,10.178205,/d5/parking/p_000574,"Spruce St, Lakeside District",Lakeside District City Library,Lakeside District Arts Quarter,,,,
parking,parking_000574,p_000575,1,56.156821,10.231613,/d1/parking/p_000575,"Station Rd, Westside Heights",Westside Heights Lighthouse,Westside Heights Financial Row,,,,
parking,parking_000575,p_000576,7,56.181976,10.2175,/d7/parking/p_000576,"Oak Ave, Greenfield Park",Greenfield Park City Hall,Greenfield Park Arts Quarter,,,,
parking,parking_000576,p_000577,3,56.122629,10.247942,/d3/parking/p_000577,"Valley Path, South Hills",South Hills Central Plaza,South Hills Financial Row,,,,
parking,parking_000577,p_000578,5,56.158675,10.213861,/d5/parking/p_000578,"Oak Ave, Lakeside District",Lakeside District Cultural Center,Lakeside District Downtown,,,,
parking,parking_000578,p_000579,3,56.123568,10.222697,/d3/parking/p_000579,"King Blvd, South Hills",South Hills City Hall,South Hills Waterfront,,,,
parking,parking_000579,p_000580,5,56.144289,10.180683,/d5/parking/p_000580,"Cherry Ln, Lakeside District",Lakeside District Cathedral,Lakeside District Commercial Strip,,,,
parking,parking_000580,p_000581,1,56.149043,10.225067,/d1/parking/p_000581,"Tower Ln, Westside Heights",Westside Heights Convention Center,Westside Heights Industrial Zone,,,,
parking,parking_000581,p_000582,5,56.159047,10.190529,/d5/parking/p_000582,"Cherry Ln, Lakeside District",Lakeside District Convention Center,Lakeside District Downtown,,,,
parking,parking_000582,p_000583,2,56.185946,10.163239,/d2/parking/p_000583,"Market Rd, Eastshore Quarter",Eastshore Quarter Clock Tower,Eastshore Quarter Residential Block,,,,
parking,parking_000583,p_000584,6,56.150711,10.169861,/d6/parking/p_000584,"King Blvd, Old Town Core",Old Town Core Waterfront Promenade,Old Town Core Civic Center,,,,
parking,parking_000584,p_000585,6,56.15709,10.150636,/d6/parking/p_000585,"Bridge Ln, Old Town Core",Old Town Core Lighthouse,Old Town Core Waterfront,,,,
parking,parking_000585,p_000586,4,56.133948,10.15378,/d4/parking/p_000586,"Harbor Blvd, Midtown Center",Midtown Center Harbor Bridge,Midtown Center Arts Quarter,,,,
parking,parking_000586,p_000587,4,56.140105,10.167052,/d4/parking/p_000587,"Ash Ct, Midtown Center",Midtown Center Historic Market,Midtown Center Industrial Zone,,,,
parking,parking_000587,p_000588,3,56.132678,10.232875,/d3/parking/p_000588,"Cedar Ln, South Hills",South Hills Shopping Mall,South Hills Arts Quarter,,,,
parking,parking_000588,p_000589,5,56.143679,10.19724,/d5/parking/p_000589,"Garden St, Lakeside District",Lakeside District Historic Market,Lakeside District Downtown,,,,
parking,parking_000589,p_000590,1,56.144777,10.240657,/d1/parking/p_000590,"Bridge Ln, Westside Heights",Westside Heights Town Square,Westside Heights Downtown,,,,
parking,parking_000590,p_000591,1,56.185332,10.242522,/d1/parking/p_000591,"Summit Way, Westside Heights",Westside Heights Botanical Garden,Westside Heights Transit Hub,,,,
parking,parking_000591,p_000592,0,56.124633,10.190743,/d0/parking/p_000592,"Tower Ln, North Harbor",North Harbor Shopping Mall,North Harbor Residential Block,,,,
parking,parking_000592,p_000593,3,56.121801,10.248312,/d3/parking/p_000593,"Mill Rd, South Hills",South Hills Main Station,South Hills Industrial Zone,,,,
parking,parking_000593,p_000594,7,56.192667,10.20061,/d7/parking/p_000594,"Lake Dr, Greenfield Park",Greenfield Park Convention Center,Greenfield Park Transit Hub,,,,
parking,parking_000594,p_000595,0,56.128251,10.193949,/d0/parking/p_000595,"Harbor Blvd, North Harbor",North Harbor City Library,North Harbor Uptown,,,,
parking,parking_000595,p_000596,0,56.124262,10.217675,/d0/parking/p_000596,"River Rd, North Harbor",North Harbor City Hall,North Harbor Waterfront,,,,
parking,parking_000596,p_000597,5,56.164772,10.215074,/d5/parking/p_000597,"Cedar Ln, Lakeside District",Lakeside District Lighthouse,Lakeside District Financial Row,,,,
parking,parking_000597,p_000598,6,56.149768,10.164365,/d6/parking/p_000598,"School St, Old Town Core",Old Town Core Cultural Center,Old Town Core Uptown,,,,
parking,parking_000598,p_000599,1,56.183015,10.240103,/d1/parking/p_000599,"Willow Way, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Civic Center,,,,
parking,parking_000599,p_000600,2,56.188581,10.166785,/d2/parking/p_000600,"Tower Ln, Eastshore Quarter",Eastshore Quarter Convention Center,Eastshore Quarter Waterfront,,,,
traffic,traffic_000000,traf_000001,7,56.195849,10.204997,/d7/traffic/traf_000001,"Park Rd, Greenfield Park",Greenfield Park Cathedral,Greenfield Park Waterfront,,,,
traffic,traffic_000001,traf_000002,2,56.166846,10.195291,/d2/traffic/traf_000002,"School St, Eastshore Quarter",Eastshore Quarter Cathedral,Eastshore Quarter Arts Quarter,,,,
traffic,traffic_000002,traf_000003,7,56.183695,10.207937,/d7/traffic/traf_000003,"Lake Dr, Greenfield Park",Greenfield Park Lighthouse,Greenfield Park Uptown,,,,
traffic,traffic_000003,traf_000004,1,56.169989,10.228737,/d1/traffic/traf_000004,"Oak Ave, Westside Heights",Westside Heights Central Plaza,Westside Heights Arts Quarter,,,,
traffic,traffic_000004,traf_000005,2,56.159116,10.194711,/d2/traffic/traf_000005,"Maple Blvd, Eastshore Quarter",Eastshore Quarter University Campus,Eastshore Quarter Transit Hub,,,,
traffic,traffic_000005,traf_000006,2,56.147673,10.221373,/d2/traffic/traf_000006,"Canal St, Eastshore Quarter",Eastshore Quarter Art Museum,Eastshore Quarter Civic Center,,,,
traffic,traffic_000006,traf_000007,2,56.166333,10.177871,/d2/traffic/traf_000007,"Forest Ave, Eastshore Quarter",Eastshore Quarter University Campus,Eastshore Quarter Transit Hub,,,,
traffic,traffic_000007,traf_000008,6,56.158305,10.166419,/d6/traffic/traf_000008,"Tower Ln, Old Town Core",Old Town Core Cathedral,Old Town Core Financial Row,,,,
traffic,traffic_000008,traf_000009,3,56.13518,10.248202,/d3/traffic/traf_000009,"Mill Rd, South Hills",South Hills Central Plaza,South Hills Industrial Zone,,,,
traffic,traffic_000009,traf_000010,1,56.198749,10.239997,/d1/traffic/traf_000010,"School St, Westside Heights",Westside Heights Lighthouse,Westside Heights Downtown,,,,
traffic,traffic_000010,traf_000011,1,56.15623,10.224501,/d1/traffic/traf_000011,"Pine Rd, Westside Heights",Westside Heights Central Plaza,Westside Heights Arts Quarter,,,,
traffic,traffic_000011,traf_000012,4,56.131818,10.155244,/d4/traffic/traf_000012,"Harbor Blvd, Midtown Center",Midtown Center Lighthouse,Midtown Center Waterfront,,,,
traffic,traffic_000012,traf_000013,0,56.124074,10.198066,/d0/traffic/traf_000013,"Bridge Ln, North Harbor",North Harbor Clock Tower,North Harbor Civic Center,,,,
traffic,traffic_000013,traf_000014,1,56.149282,10.234513,/d1/traffic/traf_000014,"Cedar Ln, Westside Heights",Westside Heights Historic Market,Westside Heights Civic Center,,,,
traffic,traffic_000014,traf_000015,4,56.122065,10.161022,/d4/traffic/traf_000015,"Canal St, Midtown Center",Midtown Center Waterfront Promenade,Midtown Center Civic Center,,,,
traffic,traffic_000015,traf_000016,2,56.167024,10.19915,/d2/traffic/traf_000016,"Forest Ave, Eastshore Quarter",Eastshore Quarter Art Museum,Eastshore Quarter Industrial Zone,,,,
traffic,traffic_000016,traf_000017,1,56.143866,10.229151,/d1/traffic/traf_000017,"Ash Ct, Westside Heights",Westside Heights University Campus,Westside Heights Residential Block,,,,
traffic,traffic_000017,traf_000018,2,56.171161,10.220993,/d2/traffic/traf_000018,"Market Rd, Eastshore Quarter",Eastshore Quarter Historic Market,Eastshore Quarter Commercial Strip,,,,
traffic,traffic_000018,traf_000019,0,56.127231,10.197061,/d0/traffic/traf_000019,"Cherry Ln, North Harbor",North Harbor Convention Center,North Harbor Uptown,,,,
traffic,traffic_000019,traf_000020,6,56.176056,10.176962,/d6/traffic/traf_000020,"Garden St, Old Town Core",Old Town Core Harbor Bridge,Old Town Core Financial Row,,,,
traffic,traffic_000020,traf_000021,2,56.159658,10.184759,/d2/traffic/traf_000021,"River Rd, Eastshore Quarter",Eastshore Quarter Cultural Center,Eastshore Quarter Arts Quarter,,,,
traffic,traffic_000021,traf_000022,3,56.139503,10.235441,/d3/traffic/traf_000022,"Summit Way, South Hills",South Hills Sports Arena,South Hills Downtown,,,,
traffic,traffic_000022,traf_000023,6,56.175928,10.153749,/d6/traffic/traf_000023,"Pine Rd, Old Town Core",Old Town Core Riverside Park,Old Town Core Uptown,,,,
traffic,traffic_000023,traf_000024,0,56.139449,10.1784,/d0/traffic/traf_000024,"Canal St, North Harbor",North Harbor Riverside Park,North Harbor Arts Quarter,,,,
traffic,traffic_000024,traf_000025,1,56.164198,10.232083,/d1/traffic/traf_000025,"Willow Way, Westside Heights",Westside Heights Central Plaza,Westside Heights Transit Hub,,,,
traffic,traffic_000025,traf_000026,3,56.126883,10.241392,/d3/traffic/traf_000026,"Lake Dr, South Hills",South Hills Science Center,South Hills Downtown,,,,
traffic,traffic_000026,traf_000027,1,56.148429,10.239977,/d1/traffic/traf_000027,"Market Rd, Westside Heights",Westside Heights Botanical Garden,Westside Heights Civic Center,,,,
traffic,traffic_000027,traf_000028,4,56.125198,10.162327,/d4/traffic/traf_000028,"River Rd, Midtown Center",Midtown Center University Campus,Midtown Center Uptown,,,,
traffic,traffic_000028,traf_000029,1,56.195876,10.242906,/d1/traffic/traf_000029,"Elm St, Westside Heights",Westside Heights Central Plaza,Westside Heights Transit Hub,,,,
traffic,traffic_000029,traf_000030,4,56.137621,10.176588,/d4/traffic/traf_000030,"Lake Dr, Midtown Center",Midtown Center Botanical Garden,Midtown Center Waterfront,,,,
traffic,traffic_000030,traf_000031,7,56.182998,10.190031,/d7/traffic/traf_000031,"Station Rd, Greenfield Park",Greenfield Park Historic Market,Greenfield Park Waterfront,,,,
traffic,traffic_000031,traf_000032,7,56.196857,10.218629,/d7/traffic/traf_000032,"Willow Way, Greenfield Park",Greenfield Park University Campus,Greenfield Park Arts Quarter,,,,
traffic,traffic_000032,traf_000033,2,56.156461,10.210794,/d2/traffic/traf_000033,"River Rd, Eastshore Quarter",Eastshore Quarter Science Center,Eastshore Quarter Civic Center,,,,
traffic,traffic_000033,traf_000034,2,56.142817,10.210132,/d2/traffic/traf_000034,"River Rd, Eastshore Quarter",Eastshore Quarter Botanical Garden,Eastshore Quarter Financial Row,,,,
traffic,traffic_000034,traf_000035,2,56.150594,10.185204,/d2/traffic/traf_000035,"Elm St, Eastshore Quarter",Eastshore Quarter Town Square,Eastshore Quarter Downtown,,,,
traffic,traffic_000035,traf_000036,2,56.15458,10.21624,/d2/traffic/traf_000036,"Valley Path, Eastshore Quarter",Eastshore Quarter Main Station,Eastshore Quarter Industrial Zone,,,,
traffic,traffic_000036,traf_000037,6,56.169974,10.157782,/d6/traffic/traf_000037,"Summit Way, Old Town Core",Old Town Core Shopping Mall,Old Town Core Industrial Zone,,,,
traffic,traffic_000037,traf_000038,7,56.199716,10.23386,/d7/traffic/traf_000038,"Valley Path, Greenfield Park",Greenfield Park City Library,Greenfield Park Arts Quarter,,,,
traffic,traffic_000038,traf_000039,1,56.15358,10.240189,/d1/traffic/traf_000039,"Station Rd, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Arts Quarter,,,,
traffic,traffic_000039,traf_000040,2,56.162317,10.202187,/d2/traffic/traf_000040,"Station Rd, Eastshore Quarter",Eastshore Quarter Town Square,Eastshore Quarter Uptown,,,,
traffic,traffic_000040,traf_000041,0,56.126504,10.207106,/d0/traffic/traf_000041,"School St, North Harbor",North Harbor City Library,North Harbor Residential Block,,,,
traffic,traffic_000041,traf_000042,6,56.157394,10.161932,/d6/traffic/traf_000042,"Elm St, Old Town Core",Old Town Core City Hall,Old Town Core Industrial Zone,,,,
traffic,traffic_000042,traf_000043,1,56.15649,10.235785,/d1/traffic/traf_000043,"Bridge Ln, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Downtown,,,,
traffic,traffic_000043,traf_000044,4,56.139988,10.165668,/d4/traffic/traf_000044,"Maple Blvd, Midtown Center",Midtown Center Town Square,Midtown Center Financial Row,,,,
traffic,traffic_000044,traf_000045,6,56.167496,10.152508,/d6/traffic/traf_000045,"School St, Old Town Core",Old Town Core Lighthouse,Old Town Core Financial Row,,,,
traffic,traffic_000045,traf_000046,2,56.169967,10.191027,/d2/traffic/traf_000046,"Queen Ave, Eastshore Quarter",Eastshore Quarter University Campus,Eastshore Quarter Industrial Zone,,,,
traffic,traffic_000046,traf_000047,6,56.155396,10.155035,/d6/traffic/traf_000047,"Cherry Ln, Old Town Core",Old Town Core Convention Center,Old Town Core Residential Block,,,,
traffic,traffic_000047,traf_000048,4,56.126492,10.160245,/d4/traffic/traf_000048,"Lake Dr, Midtown Center",Midtown Center Convention Center,Midtown Center Industrial Zone,,,,
traffic,traffic_000048,traf_000049,4,56.131525,10.164537,/d4/traffic/traf_000049,"Ash Ct, Midtown Center",Midtown Center Harbor Bridge,Midtown Center Waterfront,,,,
traffic,traffic_000049,traf_000050,1,56.167018,10.228084,/d1/traffic/traf_000050,"Lake Dr, Westside Heights",Westside Heights Harbor Bridge,Westside Heights Industrial Zone,,,,
traffic,traffic_000050,traf_000051,4,56.124987,10.177066,/d4/traffic/traf_000051,"Tower Ln, Midtown Center",Midtown Center City Library,Midtown Center Waterfront,,,,
traffic,traffic_000051,traf_000052,2,56.171493,10.215894,/d2/traffic/traf_000052,"Forest Ave, Eastshore Quarter",Eastshore Quarter Harbor Bridge,Eastshore Quarter Residential Block,,,,
traffic,traffic_000052,traf_000053,6,56.177053,10.163831,/d6/traffic/traf_000053,"Oak Ave, Old Town Core",Old Town Core City Library,Old Town Core Waterfront,,,,
traffic,traffic_000053,traf_000054,4,56.130632,10.154595,/d4/traffic/traf_000054,"Bridge Ln, Midtown Center",Midtown Center Town Square,Midtown Center Financial Row,,,,
traffic,traffic_000054,traf_000055,4,56.170414,10.209608,/d4/traffic/traf_000055,"Tower Ln, Midtown Center",Midtown Center Town Square,Midtown Center Industrial Zone,,,,
traffic,traffic_000055,traf_000056,2,56.183209,10.173373,/d2/traffic/traf_000056,"Spruce St, Eastshore Quarter",Eastshore Quarter Cathedral,Eastshore Quarter Commercial Strip,,,,
traffic,traffic_000056,traf_000057,7,56.18481,10.215293,/d7/traffic/traf_000057,"Willow Way, Greenfield Park",Greenfield Park Riverside Park,Greenfield Park Uptown,,,,
traffic,traffic_000057,traf_000058,4,56.155827,10.214747,/d4/traffic/traf_000058,"Maple Blvd, Midtown Center",Midtown Center University Campus,Midtown Center Uptown,,,,
traffic,traffic_000058,traf_000059,6,56.163446,10.176936,/d6/traffic/traf_000059,"Garden St, Old Town Core",Old Town Core Convention Center,Old Town Core Downtown,,,,
traffic,traffic_000059,traf_000060,2,56.196476,10.173142,/d2/traffic/traf_000060,"Pine Rd, Eastshore Quarter",Eastshore Quarter Waterfront Promenade,Eastshore Quarter Commercial Strip,,,,
traffic,traffic_000060,traf_000061,1,56.183009,10.243636,/d1/traffic/traf_000061,"Cedar Ln, Westside Heights",Westside Heights Cultural Center,Westside Heights Uptown,,,,
traffic,traffic_000061,traf_000062,7,56.182009,10.200187,/d7/traffic/traf_000062,"Bridge Ln, Greenfield Park",Greenfield Park Cathedral,Greenfield Park Waterfront,,,,
traffic,traffic_000062,traf_000063,6,56.148414,10.170742,/d6/traffic/traf_000063,"Gate St, Old Town Core",Old Town Core Art Museum,Old Town Core Financial Row,,,,
traffic,traffic_000063,traf_000064,0,56.13144,10.205499,/d0/traffic/traf_000064,"Valley Path, North Harbor",North Harbor Historic Market,North Harbor Residential Block,,,,
traffic,traffic_000064,traf_000065,4,56.124845,10.171834,/d4/traffic/traf_000065,"Park Rd, Midtown Center",Midtown Center Central Plaza,Midtown Center Industrial Zone,,,,
traffic,traffic_000065,traf_000066,7,56.199083,10.239245,/d7/traffic/traf_000066,"King Blvd, Greenfield Park",Greenfield Park Clock Tower,Greenfield Park Waterfront,,,,
traffic,traffic_000066,traf_000067,6,56.162593,10.161046,/d6/traffic/traf_000067,"Valley Path, Old Town Core",Old Town Core City Library,Old Town Core Arts Quarter,,,,
traffic,traffic_000067,traf_000068,4,56.135986,10.163858,/d4/traffic/traf_000068,"Canal St, Midtown Center",Midtown Center Town Square,Midtown Center Waterfront,,,,
traffic,traffic_000068,traf_000069,2,56.188691,10.159796,/d2/traffic/traf_000069,"Oak Ave, Eastshore Quarter",Eastshore Quarter Art Museum,Eastshore Quarter Arts Quarter,,,,
traffic,traffic_000069,traf_000070,1,56.188601,10.2452,/d1/traffic/traf_000070,"Park Rd, Westside Heights",Westside Heights Riverside Park,Westside Heights Downtown,,,,
traffic,traffic_000070,traf_000071,1,56.159646,10.231198,/d1/traffic/traf_000071,"Spruce St, Westside Heights",Westside Heights Art Museum,Westside Heights Civic Center,,,,
traffic,traffic_000071,traf_000072,2,56.188688,10.159876,/d2/traffic/traf_000072,"Spruce St, Eastshore Quarter",Eastshore Quarter Riverside Park,Eastshore Quarter Uptown,,,,
traffic,traffic_000072,traf_000073,4,56.143455,10.186982,/d4/traffic/traf_000073,"Canal St, Midtown Center",Midtown Center Lighthouse,Midtown Center Industrial Zone,,,,
traffic,traffic_000073,traf_000074,7,56.183001,10.219072,/d7/traffic/traf_000074,"Lake Dr, Greenfield Park",Greenfield Park Main Station,Greenfield Park Financial Row,,,,
traffic,traffic_000074,traf_000075,6,56.146985,10.165298,/d6/traffic/traf_000075,"Canal St, Old Town Core",Old Town Core Historic Market,Old Town Core Industrial Zone,,,,
traffic,traffic_000075,traf_000076,4,56.152238,10.19813,/d4/traffic/traf_000076,"Bridge Ln, Midtown Center",Midtown Center University Campus,Midtown Center Waterfront,,,,
traffic,traffic_000076,traf_000077,6,56.151662,10.156343,/d6/traffic/traf_000077,"Garden St, Old Town Core",Old Town Core Art Museum,Old Town Core Financial Row,,,,
traffic,traffic_000077,traf_000078,3,56.120541,10.236694,/d3/traffic/traf_000078,"Mill Rd, South Hills",South Hills Riverside Park,South Hills Uptown,,,,
traffic,traffic_000078,traf_000079,4,56.150124,10.198998,/d4/traffic/traf_000079,"Cedar Ln, Midtown Center",Midtown Center Shopping Mall,Midtown Center Commercial Strip,,,,
traffic,traffic_000079,traf_000080,7,56.19243,10.209292,/d7/traffic/traf_000080,"School St, Greenfield Park",Greenfield Park Sports Arena,Greenfield Park Arts Quarter,,,,
traffic,traffic_000080,traf_000081,7,56.186717,10.220296,/d7/traffic/traf_000081,"Park Rd, Greenfield Park",Greenfield Park Art Museum,Greenfield Park Residential Block,,,,
traffic,traffic_000081,traf_000082,0,56.120765,10.179622,/d0/traffic/traf_000082,"Queen Ave, North Harbor",North Harbor Sports Arena,North Harbor Transit Hub,,,,
traffic,traffic_000082,traf_000083,2,56.189417,10.172237,/d2/traffic/traf_000083,"Castle Rd, Eastshore Quarter",Eastshore Quarter Cultural Center,Eastshore Quarter Transit Hub,,,,
traffic,traffic_000083,traf_000084,3,56.131666,10.226565,/d3/traffic/traf_000084,"Oak Ave, South Hills",South Hills Clock Tower,South Hills Commercial Strip,,,,
traffic,traffic_000084,traf_000085,0,56.125469,10.186693,/d0/traffic/traf_000085,"Forest Ave, North Harbor",North Harbor Harbor Bridge,North Harbor Residential Block,,,,
traffic,traffic_000085,traf_000086,4,56.16419,10.208429,/d4/traffic/traf_000086,"Birch Dr, Midtown Center",Midtown Center Botanical Garden,Midtown Center Financial Row,,,,
traffic,traffic_000086,traf_000087,7,56.183828,10.201998,/d7/traffic/traf_000087,"Oak Ave, Greenfield Park",Greenfield Park Cathedral,Greenfield Park Civic Center,,,,
traffic,traffic_000087,traf_000088,4,56.163734,10.183661,/d4/traffic/traf_000088,"Lake Dr, Midtown Center",Midtown Center Waterfront Promenade,Midtown Center Industrial Zone,,,,
traffic,traffic_000088,traf_000089,5,56.175428,10.180143,/d5/traffic/traf_000089,"Gate St, Lakeside District",Lakeside District Sports Arena,Lakeside District Uptown,,,,
traffic,traffic_000089,traf_000090,1,56.191552,10.233769,/d1/traffic/traf_000090,"Valley Path, Westside Heights",Westside Heights Botanical Garden,Westside Heights Downtown,,,,
traffic,traffic_000090,traf_000091,1,56.153474,10.241742,/d1/traffic/traf_000091,"Pine Rd, Westside Heights",Westside Heights Historic Market,Westside Heights Arts Quarter,,,,
traffic,traffic_000091,traf_000092,5,56.170869,10.187938,/d5/traffic/traf_000092,"Harbor Blvd, Lakeside District",Lakeside District Harbor Bridge,Lakeside District Industrial Zone,,,,
traffic,traffic_000092,traf_000093,7,56.19985,10.206276,/d7/traffic/traf_000093,"Tower Ln, Greenfield Park",Greenfield Park Waterfront Promenade,Greenfield Park Arts Quarter,,,,
traffic,traffic_000093,traf_000094,1,56.178173,10.246148,/d1/traffic/traf_000094,"Willow Way, Westside Heights",Westside Heights City Library,Westside Heights Downtown,,,,
traffic,traffic_000094,traf_000095,6,56.167762,10.175028,/d6/traffic/traf_000095,"Station Rd, Old Town Core",Old Town Core Central Plaza,Old Town Core Financial Row,,,,
traffic,traffic_000095,traf_000096,7,56.18415,10.222132,/d7/traffic/traf_000096,"Garden St, Greenfield Park",Greenfield Park Sports Arena,Greenfield Park Downtown,,,,
traffic,traffic_000096,traf_000097,5,56.147086,10.220012,/d5/traffic/traf_000097,"Elm St, Lakeside District",Lakeside District University Campus,Lakeside District Civic Center,,,,
traffic,traffic_000097,traf_000098,2,56.191377,10.154473,/d2/traffic/traf_000098,"King Blvd, Eastshore Quarter",Eastshore Quarter Cultural Center,Eastshore Quarter Uptown,,,,
traffic,traffic_000098,traf_000099,1,56.185587,10.248543,/d1/traffic/traf_000099,"Valley Path, Westside Heights",Westside Heights Historic Market,Westside Heights Industrial Zone,,,,
traffic,traffic_000099,traf_000100,7,56.180204,10.188723,/d7/traffic/traf_000100,"Queen Ave, Greenfield Park",Greenfield Park Shopping Mall,Greenfield Park Residential Block,,,,
traffic,traffic_000100,traf_000101,0,56.135546,10.216359,/d0/traffic/traf_000101,"Elm St, North Harbor",North Harbor City Hall,North Harbor Transit Hub,,,,
traffic,traffic_000101,traf_000102,1,56.149021,10.228349,/d1/traffic/traf_000102,"Garden St, Westside Heights",Westside Heights Central Plaza,Westside Heights Commercial Strip,,,,
traffic,traffic_000102,traf_000103,7,56.19182,10.211246,/d7/traffic/traf_000103,"Oak Ave, Greenfield Park",Greenfield Park Cathedral,Greenfield Park Uptown,,,,
traffic,traffic_000103,traf_000104,0,56.132456,10.193964,/d0/traffic/traf_000104,"Station Rd, North Harbor",North Harbor Convention Center,North Harbor Waterfront,,,,
traffic,traffic_000104,traf_000105,1,56.158852,10.24606,/d1/traffic/traf_000105,"Church Ln, Westside Heights",Westside Heights University Campus,Westside Heights Downtown,,,,
traffic,traffic_000105,traf_000106,5,56.143422,10.215747,/d5/traffic/traf_000106,"School St, Lakeside District",Lakeside District Riverside Park,Lakeside District Arts Quarter,,,,
traffic,traffic_000106,traf_000107,0,56.140016,10.194027,/d0/traffic/traf_000107,"Spruce St, North Harbor",North Harbor Convention Center,North Harbor Transit Hub,,,,
traffic,traffic_000107,traf_000108,3,56.121957,10.247513,/d3/traffic/traf_000108,"School St, South Hills",South Hills Cathedral,South Hills Uptown,,,,
traffic,traffic_000108,traf_000109,3,56.12087,10.223343,/d3/traffic/traf_000109,"Birch Dr, South Hills",South Hills Town Square,South Hills Industrial Zone,,,,
traffic,traffic_000109,traf_000110,0,56.137069,10.180186,/d0/traffic/traf_000110,"Summit Way, North Harbor",North Harbor Cultural Center,North Harbor Downtown,,,,
traffic,traffic_000110,traf_000111,1,56.172577,10.235827,/d1/traffic/traf_000111,"Spruce St, Westside Heights",Westside Heights Cultural Center,Westside Heights Uptown,,,,
traffic,traffic_000111,traf_000112,5,56.14273,10.187023,/d5/traffic/traf_000112,"Cedar Ln, Lakeside District",Lakeside District Clock Tower,Lakeside District Industrial Zone,,,,
traffic,traffic_000112,traf_000113,0,56.120648,10.186668,/d0/traffic/traf_000113,"Mill Rd, North Harbor",North Harbor City Library,North Harbor Downtown,,,,
traffic,traffic_000113,traf_000114,2,56.184075,10.15434,/d2/traffic/traf_000114,"Lake Dr, Eastshore Quarter",Eastshore Quarter Clock Tower,Eastshore Quarter Downtown,,,,
traffic,traffic_000114,traf_000115,4,56.13313,10.151573,/d4/traffic/traf_000115,"Bridge Ln, Midtown Center",Midtown Center Cultural Center,Midtown Center Civic Center,,,,
traffic,traffic_000115,traf_000116,3,56.138325,10.242562,/d3/traffic/traf_000116,"School St, South Hills",South Hills Waterfront Promenade,South Hills Transit Hub,,,,
traffic,traffic_000116,traf_000117,3,56.120195,10.240723,/d3/traffic/traf_000117,"Station Rd, South Hills",South Hills City Hall,South Hills Civic Center,,,,
traffic,traffic_000117,traf_000118,6,56.150179,10.151939,/d6/traffic/traf_000118,"Lake Dr, Old Town Core",Old Town Core Main Station,Old Town Core Commercial Strip,,,,
traffic,traffic_000118,traf_000119,0,56.132358,10.21778,/d0/traffic/traf_000119,"Forest Ave, North Harbor",North Harbor Lighthouse,North Harbor Uptown,,,,
traffic,traffic_000119,traf_000120,3,56.138745,10.241568,/d3/traffic/traf_000120,"Elm St, South Hills",South Hills Cultural Center,South Hills Arts Quarter,,,,
