qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
271,iroute,List parking having allowedVehicleType bus plus facilityType covered in North Harbor,0,p_000113;p_000161;p_000329;p_000437;p_000461,/domain0,/domain0/data/doc/p_000359,/domain0=2.71631(0.749642);/domain1=2.37513(0.624327);/domain2=2.16876(0.678759);/domain7=2.11101(0.566973);/domain6=2.00844(0.570821),0,1,0.731977,74400.0000,74407.7447,74408.1005,74415.8512,15.8512,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7447,7.7507,74400000000,74407744688,74408100544,74415851248
272,iroute,"Query streetlight: powerState bootingUp, locationCategory road, in Greenfield Park",7,sl_000324;sl_000532,/domain7,/domain7/data/doc/sl_000324,/domain7=2.63806(0.684424);/domain1=2.02319(0.550319);/domain6=1.93936(0.549077);/domain5=1.76918(0.493823);/domain0=1.75107(0.51979),1,1,0.751719,74600.0000,74606.6567,74608.1835,74614.8462,14.8462,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,6.6627,74600000000,74606656704,74608183488,74614846224
273,iroute,"Show traffic where roadType is highway, congestionLevel is heavy in South Hills Financial Row",3,traf_000009;traf_000279;traf_000519,/domain3,/domain3/data/doc/traf_000527,/domain3=2.1107(0.640263);/domain1=2.06009(0.545705);/domain5=1.97124(0.527802);/domain7=1.64252(0.473821);/domain4=1.54473(0.515008),0,1,0.677802,74800.0000,74806.5187,74808.1786,74808.1786,8.1786,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.5187,0.0000,74800000000,74806518736,74808178592,74808178592
274,iroute,Give me traffic where vehicleType equals bicycle and roadType equals serviceRoad,2,traf_000060,/domain2,/domain2/data/doc/traf_000033,/domain1=1.98571(0.52985);/domain7=1.79446(0.507423);/domain3=1.76449(0.555357);/domain0=1.71998(0.51261);/domain2=1.61206(0.534531),0,1,0.572902,75000.0000,75008.1104,75008.1104,75016.2072,16.2072,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1104,8.0968,75000000000,75008110448,75008110448,75016207248
275,iroute,Show traffic where vehicleType bus in Westside Heights Financial Row,1,traf_000017;traf_000027;traf_000102;traf_000132;traf_000137;traf_000152;traf_000197;traf_000212;traf_000237;traf_000312;traf_000317;traf_000357;traf_000382;traf_000452;traf_000522;traf_000552;traf_000572;traf_000597,/domain1,/domain1/data/doc/traf_000312,/domain1=2.96362(0.7383);/domain7=2.15617(0.587416);/domain3=1.97776(0.607662);/domain2=1.91448(0.611069);/domain5=1.87548(0.507349),1,1,0.714612,75200.0000,75207.2307,75208.1884,75215.4252,15.4252,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,7.2368,75200000000,75207230736,75208188448,75215425248
276,iroute,List traffic that satisfy vehicleType bus within Westside Heights Civic Center,1,traf_000017;traf_000027;traf_000102;traf_000132;traf_000137;traf_000152;traf_000197;traf_000212;traf_000237;traf_000312;traf_000317;traf_000357;traf_000382;traf_000452;traf_000522;traf_000552;traf_000572;traf_000597,/domain1,/domain1/data/doc/traf_000312,/domain1=3.07872(0.762834);/domain7=2.15992(0.588245);/domain3=2.01079(0.615762);/domain0=1.99653(0.576469);/domain4=1.9824(0.625243),1,1,0.803909,75400.0000,75407.2307,75407.7595,75407.7595,7.7595,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,0.0000,75400000000,75407230736,75407759520,75407759520
277,iroute,Which traffic have vehicleType bus in Westside Heights Uptown?,1,traf_000017;traf_000027;traf_000102;traf_000132;traf_000137;traf_000152;traf_000197;traf_000212;traf_000237;traf_000312;traf_000317;traf_000357;traf_000382;traf_000452;traf_000522;traf_000552;traf_000572;traf_000597,/domain1,/domain1/data/doc/traf_000137,/domain1=3.25161(0.799687);/domain7=2.52345(0.66864);/domain3=2.31556(0.690504);/domain0=2.25361(0.63583);/domain2=2.13393(0.666609),1,1,0.769930,75600.0000,75607.2307,75608.1104,75615.3472,15.3472,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,7.2368,75600000000,75607230736,75608110448,75615347248
278,iroute,Show traffic where laneDirection inbound in Midtown Center Industrial Zone,4,traf_000079;traf_000205,/domain4,/domain4/data/doc/traf_000426,/domain4=2.63836(0.79046);/domain1=2.40635(0.619512);/domain0=2.26436(0.638313);/domain6=2.18266(0.621348);/domain7=2.14762(0.585526),0,1,0.842062,75800.0000,75806.3387,75807.7546,75814.0994,14.0994,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.3387,6.3448,75800000000,75806338736,75807754592,75814099392
279,iroute,List traffic that satisfy laneDirection inbound within Midtown Center Financial Row,4,traf_000028;traf_000058;traf_000076;traf_000343,/domain4,/domain4/data/doc/traf_000426,/domain4=2.25793(0.694642);/domain1=2.12923(0.560442);/domain0=1.88898(0.551634);/domain6=1.86206(0.547091);/domain7=1.77797(0.503776),0,1,0.753766,76000.0000,76006.3387,76007.7546,76007.7546,7.7546,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.3387,0.0000,76000000000,76006338736,76007754592,76007754592
280,iroute,Which traffic have laneDirection inbound in Midtown Center Waterfront?,4,traf_000073;traf_000289;traf_000328,/domain4,/domain4/data/doc/traf_000426,/domain4=2.54262(0.766347);/domain1=2.34199(0.605795);/domain0=2.17743(0.618239);/domain7=2.11697(0.578746);/domain6=1.9905(0.576839),0,1,0.798200,76200.0000,76206.3387,76207.7546,76207.7546,7.7546,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.3387,0.0000,76200000000,76206338736,76207754592,76207754592
281,iroute,"streetlight data: lanternModel LED, zone Westside Heights",1,sl_000101;sl_000193;sl_000213;sl_000429;sl_000577,/domain6,/domain6/data/doc/sl_000092,/domain1=2.72859(0.704168);/domain6=2.1171(0.589084);/domain7=2.0985(0.566743);/domain2=2.04039(0.64611);/domain0=1.92102(0.559031),0,0,0.701522,76400.0000,76407.6136,76408.1055,76408.1055,8.1055,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6136,0.0000,76400000000,76407613632,76408105488,76408105488
282,iroute,Report on streetlight with lanternModel LED in Westside Heights,1,sl_000241;sl_000333,/domain1,/domain1/data/doc/sl_000342,/domain1=2.77555(0.71441);/domain7=2.11375(0.570069);/domain6=2.01461(0.566015);/domain2=1.91179(0.613402);/domain5=1.84439(0.51019),0,1,0.775583,76600.0000,76607.2307,76608.1884,76615.4252,15.4252,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,76600000000,76607230704,76608188416,76615425152
283,iroute,Query streetlight meeting lanternModel LED across Westside Heights,1,sl_000269;sl_000321;sl_000521,/domain1,/domain1/data/doc/sl_000209,/domain1=2.62238(0.681004);/domain7=2.07246(0.561064);/domain2=1.81427(0.588599);/domain6=1.80523(0.518887);/domain5=1.76538(0.492997),0,1,0.674175,76800.0000,76807.2307,76808.1884,76815.4252,15.4252,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,76800000000,76807230704,76808188416,76815425152
284,iroute,Find parking with allowedVehicleType electricVehicle around Old Town Core Riverside Park,6,p_000048;p_000114;p_000126;p_000156;p_000162;p_000180;p_000216;p_000330;p_000480;p_000486;p_000504;p_000534;p_000540;p_000564,/domain6,/domain6/data/doc/p_000114,/domain6=2.91101(0.776209);/domain7=2.84934(0.727299);/domain1=2.58041(0.668902);/domain2=2.42049(0.742783);/domain5=2.41738(0.636293),1,1,0.831790,77000.0000,77007.6087,77008.1884,77015.8031,15.8031,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.6087,7.6147,77000000000,77007608688,77008188400,77015803104
285,iroute,Search for parking matching allowedVehicleType electricVehicle near Old Town Core Clock Tower,6,p_000048;p_000114;p_000126;p_000156;p_000162;p_000180;p_000216;p_000330;p_000480;p_000486;p_000504;p_000534;p_000540;p_000564,/domain6,/domain6/data/doc/p_000347,/domain6=2.93919(0.782622);/domain7=2.61713(0.676877);/domain1=2.52483(0.656833);/domain0=2.35133(0.664573);/domain2=2.11989(0.666328),0,1,0.733319,77200.0000,77207.6087,77208.1104,77215.7251,15.7251,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.6087,7.6147,77200000000,77207608688,77208110400,77215725104
286,iroute,Locate parking having allowedVehicleType electricVehicle close to Old Town Core Harbor Bridge,6,p_000048;p_000114;p_000126;p_000156;p_000162;p_000180;p_000216;p_000330;p_000480;p_000486;p_000504;p_000534;p_000540;p_000564,/domain6,/domain6/data/doc/p_000504,/domain6=2.62706(0.711594);/domain7=2.43505(0.637338);/domain0=2.30797(0.654468);/domain1=2.10999(0.566753);/domain5=1.76072(0.493072),1,1,0.787147,77400.0000,77407.6087,77408.1884,77415.8031,15.8031,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.6087,7.6147,77400000000,77407608688,77408188400,77415803104
287,iroute,Find parking with allowedVehicleType bus around Westside Heights Riverside Park,1,p_000119;p_000245;p_000317;p_000485,/domain1,/domain1/data/doc/p_000321,/domain1=3.29383(0.823819);/domain7=2.74018(0.703596);/domain2=2.51018(0.765593);/domain5=2.37819(0.627745);/domain3=2.35329(0.725691),0,1,0.798169,77600.0000,77607.2307,77608.1835,77615.4202,15.4202,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,7.2367,77600000000,77607230688,77608183472,77615420176
288,iroute,Search for parking matching allowedVehicleType bus near Westside Heights Central Plaza,1,p_000341;p_000515,/domain1,/domain1/data/doc/p_000383,/domain1=3.20849(0.805287);/domain7=2.59582(0.672249);/domain6=2.33287(0.644648);/domain2=2.32977(0.71971);/domain3=2.30788(0.714141),0,1,0.787914,77800.0000,77807.2307,77808.1055,77815.3422,15.3422,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,7.2367,77800000000,77807230688,77808105472,77815342176
289,iroute,Locate parking having allowedVehicleType bus close to Westside Heights Cathedral,1,p_000191;p_000443;p_000581,/domain1,/domain1/data/doc/p_000383,/domain1=3.03013(0.766559);/domain7=2.23173(0.593188);/domain3=1.99906(0.635597);/domain2=1.94377(0.621536);/domain0=1.92378(0.564923),0,1,0.775101,78000.0000,78007.2307,78008.1055,78008.1055,8.1055,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,0.0000,78000000000,78007230688,78008105472,78008105472
290,iroute,Show traffic where roadType collector in Eastshore Quarter Arts Quarter,2,traf_000016;traf_000034;traf_000040;traf_000046;traf_000052;traf_000166;traf_000226;traf_000298,/domain2,/domain2/data/doc/traf_000069,/domain2=2.60984(0.787052);/domain1=2.38099(0.614107);/domain5=2.23305(0.583719);/domain0=2.14877(0.611622);/domain7=2.10562(0.576237),0,1,0.786645,78200.0000,78208.0907,78208.1786,78216.2754,16.2754,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0907,8.0968,78200000000,78208090736,78208178592,78216275392
291,iroute,List traffic that satisfy roadType collector within Eastshore Quarter Residential Block,2,traf_000016;traf_000034;traf_000040;traf_000046;traf_000052;traf_000166;traf_000226;traf_000298,/domain2,/domain2/data/doc/traf_000546,/domain1=2.65659(0.672853);/domain2=2.48446(0.755321);/domain0=2.26352(0.638119);/domain5=2.23317(0.583744);/domain7=2.19078(0.59507),0,1,0.712994,78400.0000,78408.0957,78408.1835,78408.1835,8.1835,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0957,0.0000,78400000000,78408095664,78408183520,78408183520
292,iroute,Which traffic have roadType collector in Eastshore Quarter Downtown?,2,traf_000016;traf_000034;traf_000040;traf_000046;traf_000052;traf_000166;traf_000226;traf_000298,/domain2,/domain2/data/doc/traf_000546,/domain1=3.00474(0.747064);/domain2=2.85716(0.849645);/domain0=2.67325(0.732728);/domain7=2.66009(0.698858);/domain3=2.46234(0.726502),0,1,0.783215,78600.0000,78608.0957,78608.0957,78608.0957,8.0957,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0957,0.0000,78600000000,78608095664,78608095664,78608095664
293,iroute,Find streetlight with lanternModel HPS around Westside Heights Shopping Mall,1,sl_000546,/domain7,/domain7/data/doc/sl_000338,/domain1=2.89738(0.740983);/domain7=2.59527(0.675091);/domain6=2.40148(0.653097);/domain5=2.24002(0.59629);/domain0=2.05855(0.59079),0,0,0.750330,78800.0000,78806.6616,78808.1835,78808.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6616,0.0000,78800000000,78806661632,78808183488,78808183488
294,iroute,Search for streetlight matching lanternModel HPS near Westside Heights Botanical Garden,1,sl_000062,/domain5,/domain5/data/doc/sl_000140,/domain1=2.9415(0.750605);/domain7=2.63408(0.683556);/domain5=2.30072(0.609499);/domain6=2.22663(0.61374);/domain3=2.07888(0.655899),0,0,0.710152,79000.0000,79008.1786,79008.1786,79016.3533,16.3533,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1786,8.1747,79000000000,79008178560,79008178560,79016353296
295,iroute,Locate streetlight having lanternModel HPS close to Westside Heights Botanical Garden,1,sl_000274;sl_000346,/domain5,/domain5/data/doc/sl_000140,/domain1=3.04146(0.772408);/domain7=2.67616(0.692733);/domain5=2.36026(0.622456);/domain6=2.30602(0.63161);/domain2=2.14655(0.673109),0,0,0.768470,79200.0000,79208.1786,79208.1786,79208.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1786,0.0000,79200000000,79208178560,79208178560,79208178560
296,iroute,"parking data: category underground, zone South Hills",3,p_000309;p_000333;p_000339;p_000345;p_000369;p_000453;p_000507;p_000579,/domain1,/domain1/data/doc/p_000561,/domain1=2.57238(0.667158);/domain6=2.25158(0.626149);/domain3=2.21739(0.691126);/domain7=2.15672(0.587538);/domain2=1.95552(0.624524),0,0,0.696657,79400.0000,79407.2307,79408.1104,79415.3471,15.3471,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,7.2367,79400000000,79407230688,79408110400,79415347104
297,iroute,Report on parking with category underground in South Hills,3,p_000309;p_000333;p_000339;p_000345;p_000369;p_000453;p_000507;p_000579,/domain3,/domain3/data/doc/p_000309,/domain1=2.47983(0.647063);/domain3=2.40176(0.738018);/domain7=2.12562(0.570147);/domain6=2.11433(0.594916);/domain5=1.7901(0.499481),1,1,0.767973,79600.0000,79606.5236,79608.1884,79614.7131,14.7131,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.5236,6.5247,79600000000,79606523616,79608188400,79614713104
298,iroute,Query parking meeting category underground across South Hills,3,p_000309;p_000333;p_000339;p_000345;p_000369;p_000453;p_000507;p_000579,/domain1,/domain1/data/doc/p_000561,/domain1=2.67123(0.688624);/domain3=2.28513(0.708355);/domain7=2.2543(0.598089);/domain6=2.12837(0.598111);/domain5=2.06445(0.559317),0,0,0.700277,79800.0000,79807.2307,79808.1884,79808.1884,8.1884,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,0.0000,79800000000,79807230688,79808188400,79808188400
299,iroute,"pollution data: source_type traffic, zone Eastshore Quarter",2,pol_000030;pol_000042;pol_000118;pol_000154;pol_000158;pol_000162;pol_000198;pol_000266;pol_000370;pol_000426;pol_000446;pol_000458;pol_000486,/domain2,/domain2/data/doc/pol_000158,/domain0=2.41175(0.648694);/domain1=2.34931(0.620074);/domain2=2.34795(0.727999);/domain3=1.98955(0.643095);/domain5=1.96343(0.534927),1,1,0.747226,80000.0000,80008.1006,80008.1884,80016.2852,16.2852,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,8.1006,8.0968,80000000000,80008100576,80008188448,80016285216
300,iroute,Report on pollution with source_type traffic in Eastshore Quarter,2,pol_000030;pol_000042;pol_000118;pol_000154;pol_000158;pol_000162;pol_000198;pol_000266;pol_000370;pol_000426;pol_000446;pol_000458;pol_000486,/domain2,/domain2/data/doc/pol_000158,/domain2=2.25901(0.705265);/domain0=2.03438(0.564622);/domain1=1.94385(0.531835);/domain5=1.84296(0.508767);/domain3=1.70129(0.568633),1,1,0.736380,80200.0000,80208.0907,80208.1835,80208.1835,8.1835,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,8.0907,0.0000,80200000000,80208090720,80208183504,80208183504
301,iroute,Query pollution meeting source_type traffic across Eastshore Quarter,2,pol_000030;pol_000042;pol_000118;pol_000154;pol_000158;pol_000162;pol_000198;pol_000266;pol_000370;pol_000426;pol_000446;pol_000458;pol_000486,/domain2,/domain2/data/doc/pol_000158,/domain2=2.29407(0.707138);/domain0=2.20116(0.623718);/domain1=2.15479(0.56589);/domain5=2.04554(0.543671);/domain7=1.94588(0.54091),1,1,0.702394,80400.0000,80408.0907,80408.1835,80408.1835,8.1835,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,8.0907,0.0000,80400000000,80408090720,80408183520,80408183520
302,iroute,"streetlight data: lanternModel HPS, zone Westside Heights",1,sl_000546,/domain1,/domain1/data/doc/sl_000127,/domain1=2.49985(0.65428);/domain7=2.06781(0.560051);/domain6=1.96094(0.553936);/domain5=1.8446(0.510236);/domain0=1.81716(0.535049),0,1,0.649707,80600.0000,80607.2307,80608.1835,80615.4202,15.4202,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,80600000000,80607230704,80608183488,80615420224
303,iroute,Report on streetlight with lanternModel HPS in Westside Heights,1,sl_000498;sl_000542,/domain7,/domain7/data/doc/sl_000550,/domain1=2.61111(0.678546);/domain7=2.25696(0.601304);/domain6=1.93736(0.548626);/domain5=1.90491(0.523361);/domain0=1.80227(0.531613),0,0,0.723174,80800.0000,80806.6616,80808.1835,80814.8462,14.8462,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6616,6.6627,80800000000,80806661632,80808183488,80814846224
304,iroute,Query streetlight meeting lanternModel HPS across Westside Heights,1,sl_000526,/domain1,/domain1/data/doc/sl_000274,/domain1=2.20167(0.589246);/domain7=1.9076(0.525107);/domain5=1.58948(0.454718);/domain6=1.50596(0.451523);/domain0=1.44002(0.447966),0,1,0.621640,81000.0000,81007.2307,81008.1786,81015.4153,15.4153,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,81000000000,81007230704,81008178560,81015415296
305,iroute,Find pollution with source_type naturalBackground around Midtown Center Main Station,4,pol_000084;pol_000112;pol_000120;pol_000216;pol_000252;pol_000256;pol_000352;pol_000396;pol_000424;pol_000432;pol_000440;pol_000504;pol_000560,/domain4,/domain4/data/doc/pol_000579,/domain1=2.31087(0.611707);/domain7=2.17862(0.598262);/domain4=2.11548(0.646908);/domain0=2.02155(0.561762);/domain3=1.9215(0.625517),0,1,0.642510,81200.0000,81206.3486,81207.7595,81214.1043,14.1043,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.3486,6.3448,81200000000,81206348576,81207759504,81214104272
306,iroute,Search for pollution matching source_type naturalBackground near Midtown Center Main Station,4,pol_000084;pol_000112;pol_000120;pol_000216;pol_000252;pol_000256;pol_000352;pol_000396;pol_000424;pol_000432;pol_000440;pol_000504;pol_000560,/domain4,/domain4/data/doc/pol_000352,/domain1=2.63969(0.683266);/domain7=2.42884(0.654147);/domain4=2.27583(0.686569);/domain0=2.25801(0.614442);/domain6=2.12208(0.630477),1,1,0.702952,81400.0000,81406.3486,81407.7595,81414.1043,14.1043,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.3486,6.3448,81400000000,81406348576,81407759504,81414104272
307,iroute,Locate pollution having source_type naturalBackground close to Midtown Center Botanical Garden,4,pol_000084;pol_000112;pol_000120;pol_000216;pol_000252;pol_000256;pol_000352;pol_000396;pol_000424;pol_000432;pol_000440;pol_000504;pol_000560,/domain4,/domain4/data/doc/pol_000434,/domain1=2.57706(0.669636);/domain7=2.48492(0.666673);/domain4=2.22744(0.6746);/domain0=2.17043(0.594931);/domain3=2.14789(0.683997),0,1,0.722212,81600.0000,81606.3486,81607.7595,81614.1043,14.1043,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.3486,6.3448,81600000000,81606348576,81607759504,81614104272
308,iroute,Show streetlight where powerState on in Lakeside District Downtown,5,sl_000117;sl_000165;sl_000173;sl_000189;sl_000197;sl_000221;sl_000237;sl_000305;sl_000329;sl_000365;sl_000381;sl_000393;sl_000397;sl_000449;sl_000453;sl_000469;sl_000481;sl_000497;sl_000525;sl_000533,/domain5,/domain5/data/doc/sl_000497,/domain5=2.93755(0.748086);/domain1=2.00711(0.546811);/domain7=1.73577(0.48763);/domain6=1.53239(0.457473);/domain0=1.51621(0.465559),1,1,0.836016,81800.0000,81808.1687,81808.1687,81816.3434,16.3434,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1687,8.1747,81800000000,81808168704,81808168704,81816343440
309,iroute,List streetlight that satisfy powerState on within Lakeside District Waterfront,5,sl_000117;sl_000165;sl_000173;sl_000189;sl_000197;sl_000221;sl_000237;sl_000305;sl_000329;sl_000365;sl_000381;sl_000393;sl_000397;sl_000449;sl_000453;sl_000469;sl_000481;sl_000497;sl_000525;sl_000533,/domain5,/domain5/data/doc/sl_000497,/domain5=2.79594(0.717271);/domain1=1.87146(0.517226);/domain0=1.41411(0.441983);/domain7=1.3958(0.413481);/domain2=1.36856(0.475241),1,1,0.805239,82000.0000,82008.1687,82008.1687,82008.1687,8.1687,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1687,0.0000,82000000000,82008168704,82008168704,82008168704
310,iroute,Which streetlight have powerState on in Lakeside District Commercial Strip?,5,sl_000117;sl_000165;sl_000173;sl_000189;sl_000197;sl_000221;sl_000237;sl_000305;sl_000329;sl_000365;sl_000381;sl_000393;sl_000397;sl_000449;sl_000453;sl_000469;sl_000481;sl_000497;sl_000525;sl_000533,/domain5,/domain5/data/doc/sl_000381,/domain5=2.91373(0.742903);/domain1=2.32806(0.616811);/domain7=1.91041(0.52572);/domain3=1.81919(0.589851);/domain2=1.79086(0.582644),1,1,0.806125,82200.0000,82208.1687,82208.1687,82216.3434,16.3434,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1687,8.1747,82200000000,82208168704,82208168704,82216343440
311,iroute,Show streetlight where status defectiveLamp in South Hills Transit Hub,3,sl_000006;sl_000018;sl_000046;sl_000050;sl_000222;sl_000238;sl_000366;sl_000382;sl_000442;sl_000470;sl_000562;sl_000566;sl_000574,/domain7,/domain7/data/doc/sl_000550,/domain1=2.02948(0.551689);/domain3=1.84558(0.596563);/domain7=1.82306(0.506668);/domain0=1.70322(0.508742);/domain6=1.70169(0.495581),0,0,0.775230,82400.0000,82406.6666,82407.7595,82407.7595,7.7595,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6666,0.0000,82400000000,82406666560,82407759488,82407759488
312,iroute,List streetlight that satisfy status defectiveLamp within South Hills Arts Quarter,3,sl_000006;sl_000018;sl_000046;sl_000050;sl_000222;sl_000238;sl_000366;sl_000382;sl_000442;sl_000470;sl_000562;sl_000566;sl_000574,/domain3,/domain3/data/doc/sl_000006,/domain1=2.31035(0.612948);/domain3=2.11298(0.664572);/domain7=1.93135(0.530287);/domain6=1.87568(0.534743);/domain5=1.80123(0.500799),1,1,0.843350,82600.0000,82606.5236,82608.1884,82614.7132,14.7132,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.5236,6.5247,82600000000,82606523632,82608188416,82614713152
313,iroute,Which streetlight have status defectiveLamp in South Hills Residential Block?,3,sl_000006;sl_000018;sl_000046;sl_000050;sl_000222;sl_000238;sl_000366;sl_000382;sl_000442;sl_000470;sl_000562;sl_000566;sl_000574,/domain1,/domain1/data/doc/sl_000342,/domain1=2.42234(0.637373);/domain3=2.20024(0.686765);/domain7=2.11951(0.571325);/domain6=2.00973(0.564918);/domain0=1.97198(0.570799),0,0,0.777809,82800.0000,82807.2307,82807.7644,82807.7644,7.7644,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,0.0000,82800000000,82807230704,82807764416,82807764416
314,iroute,"pollution data: source_type industrial, zone Old Town Core",6,pol_000017;pol_000037;pol_000081;pol_000129;pol_000137;pol_000145;pol_000201;pol_000237;pol_000277;pol_000289;pol_000357;pol_000377;pol_000401;pol_000417;pol_000421;pol_000445;pol_000545;pol_000553;pol_000557;pol_000573,/domain6,/domain6/data/doc/pol_000545,/domain6=2.31044(0.675767);/domain0=2.02114(0.561671);/domain1=1.94467(0.532015);/domain7=1.74448(0.501297);/domain3=1.73015(0.576087),1,1,0.682523,83000.0000,83007.6087,83007.7496,83015.3644,15.3644,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,83000000000,83007608720,83007749648,83015364416
315,iroute,Report on pollution with source_type industrial in Old Town Core,6,pol_000017;pol_000037;pol_000081;pol_000129;pol_000137;pol_000145;pol_000201;pol_000237;pol_000277;pol_000289;pol_000357;pol_000377;pol_000401;pol_000417;pol_000421;pol_000445;pol_000545;pol_000553;pol_000557;pol_000573,/domain6,/domain6/data/doc/pol_000545,/domain6=1.93661(0.58588);/domain0=1.29585(0.400089);/domain3=1.2613(0.454974);/domain7=1.17192(0.373419);/domain1=1.14406(0.357783),1,1,0.629143,83200.0000,83207.6087,83207.7496,83207.7496,7.7496,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,0.0000,83200000000,83207608720,83207749648,83207749648
316,iroute,Query pollution meeting source_type industrial across Old Town Core,6,pol_000017;pol_000037;pol_000081;pol_000129;pol_000137;pol_000145;pol_000201;pol_000237;pol_000277;pol_000289;pol_000357;pol_000377;pol_000401;pol_000417;pol_000421;pol_000445;pol_000545;pol_000553;pol_000557;pol_000573,/domain6,/domain6/data/doc/pol_000545,/domain6=2.03136(0.608665);/domain0=1.65717(0.480585);/domain1=1.62634(0.462739);/domain7=1.58611(0.465927);/domain4=1.47361(0.488148),1,1,0.651551,83400.0000,83407.6087,83407.7496,83407.7496,7.7496,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,0.0000,83400000000,83407608720,83407749648,83407749648
